1,1.7404556274414062e-05
1,1.0251998901367188e-05
1,1.1920928955078125e-05
1,1.1682510375976562e-05
1,1.1444091796875e-05
1,1.1205673217773438e-05
1,1.1205673217773438e-05
2,2.0265579223632812e-05
2,1.9550323486328125e-05
2,1.811981201171875e-05
2,1.8835067749023438e-05
2,1.7881393432617188e-05
2,1.7881393432617188e-05
2,1.7642974853515625e-05
3,3.0517578125e-05
3,2.384185791015625e-05
3,2.6464462280273438e-05
3,2.956390380859375e-05
3,3.266334533691406e-05
3,3.075599670410156e-05
3,3.147125244140625e-05
4,5.602836608886719e-05
4,5.4836273193359375e-05
4,6.079673767089844e-05
4,5.7697296142578125e-05
4,5.555152893066406e-05
4,3.6716461181640625e-05
4,3.62396240234375e-05
5,7.557868957519531e-05
5,8.0108642578125e-05
5,6.723403930664062e-05
5,7.891654968261719e-05
5,7.915496826171875e-05
5,8.130073547363281e-05
5,7.724761962890625e-05
6,0.0001010894775390625
6,0.0001361370086669922
6,0.00010728836059570312
6,0.00011038780212402344
6,0.00010395050048828125
6,0.0001354217529296875
6,0.0001232624053955078
7,0.0003230571746826172
7,0.00027942657470703125
7,0.0002789497375488281
7,0.00026106834411621094
7,0.0003399848937988281
7,0.000377655029296875
7,0.00030541419982910156
8,0.0005269050598144531
8,0.0006668567657470703
8,0.0006024837493896484
8,0.0006918907165527344
8,0.0007886886596679688
8,0.00079345703125
8,0.0005071163177490234
9,0.001337289810180664
9,0.001378774642944336
9,0.0013227462768554688
9,0.0013997554779052734
9,0.0014271736145019531
9,0.0012011528015136719
9,0.0012981891632080078
10,0.002125263214111328
10,0.0033397674560546875
10,0.0028786659240722656
10,0.002714395523071289
10,0.002418041229248047
10,0.0022895336151123047
10,0.0020599365234375
11,0.005983591079711914
11,0.005142688751220703
11,0.0046367645263671875
11,0.00654292106628418
11,0.005259990692138672
11,0.004508256912231445
11,0.005281925201416016
12,0.010625362396240234
12,0.011018991470336914
12,0.010427713394165039
12,0.010797977447509766
12,0.011380672454833984
12,0.011145591735839844
12,0.009954452514648438
13,0.023412466049194336
13,0.022088289260864258
13,0.02178335189819336
13,0.023526430130004883
13,0.022420167922973633
13,0.022031545639038086
13,0.021979093551635742
14,0.04341936111450195
14,0.044855356216430664
14,0.04455852508544922
14,0.04378867149353027
14,0.04315686225891113
14,0.04507613182067871
14,0.05302548408508301
15,0.13210844993591309
15,0.1165306568145752
15,0.10539746284484863
15,0.09983682632446289
15,0.09549403190612793
15,0.09250235557556152
15,0.09224367141723633
16,0.20113825798034668
16,0.20769906044006348
16,0.19379925727844238
16,0.19469952583312988
16,0.2087109088897705
16,0.20847821235656738
16,0.19904661178588867
17,0.41168212890625
17,0.4347546100616455
17,0.4218895435333252
17,0.39824628829956055
17,0.41059136390686035
17,0.430342435836792
17,0.40274930000305176
18,0.9001271724700928
18,0.8588221073150635
18,0.9071872234344482
18,0.8842637538909912
18,0.8646848201751709
18,0.8793838024139404
18,0.8329546451568604
19,1.9675304889678955
19,1.7338061332702637
19,1.7287800312042236
19,1.675295114517212
19,1.7225673198699951
19,1.85819673538208
19,1.8374080657958984
20,3.6598148345947266
20,3.5622425079345703
20,3.781217575073242
20,3.6620025634765625
20,3.6516385078430176
20,3.672636032104492
20,3.7491538524627686
21,8.429406881332397
21,8.323941707611084
21,8.237215995788574
21,9.422864198684692
21,9.523804903030396
21,8.791076421737671
21,7.9934868812561035
22,19.84714102745056
22,20.68126106262207
22,20.662445783615112
22,20.40727686882019
22,20.930054426193237
22,21.50602102279663
22,20.562178373336792
23,45.48237228393555
23,36.074291706085205
23,44.19262742996216
23,46.52181053161621
23,45.828516721725464
23,43.861971855163574
23,42.00629758834839
24,70.5444610118866
24,71.47809052467346
24,94.1142246723175
24,77.34290337562561
24,70.49558973312378
24,69.07921004295349
24,72.658043384552
