2,1,38.68359375
3,2,38.6953125
3,3,38.69921875
4,3,38.70703125
4,4,38.71484375
4,5,38.71875
4,6,38.734375
5,4,38.734375
5,5,38.734375
5,6,38.7421875
5,7,38.74609375
5,8,38.75
5,9,38.75390625
5,10,38.7578125
6,5,38.7578125
6,6,38.7578125
6,7,38.7578125
6,8,38.76171875
6,9,38.765625
6,10,38.7734375
6,11,38.78125
6,12,38.78125
6,13,38.78515625
6,14,38.78515625
6,15,38.78515625
7,6,38.78515625
7,7,38.78515625
7,8,38.78515625
7,9,38.78515625
7,10,38.78515625
7,11,38.7890625
7,12,38.7890625
7,13,38.7890625
7,14,38.796875
7,15,38.796875
7,16,38.796875
7,17,38.796875
7,18,38.796875
7,19,38.796875
7,20,38.796875
7,21,38.796875
8,7,38.796875
8,8,38.796875
8,9,38.796875
8,10,38.796875
8,11,38.796875
8,12,38.796875
8,13,38.796875
8,14,38.796875
8,15,38.796875
8,16,38.796875
8,17,38.8046875
8,18,38.8515625
8,19,38.80078125
8,20,38.80078125
8,21,38.80078125
8,22,38.80078125
8,23,38.80078125
8,24,38.80078125
8,25,38.8046875
8,26,38.88671875
8,27,38.88671875
8,28,38.8984375
9,8,38.8984375
9,9,38.8984375
9,10,38.8984375
9,11,38.8984375
9,12,38.8984375
9,13,38.8984375
9,14,38.8984375
9,15,38.8984375
9,16,38.8984375
9,17,38.8984375
9,18,38.8984375
9,19,38.8984375
9,20,38.8984375
9,21,38.8984375
9,22,38.8984375
9,23,38.8984375
9,24,38.90625
9,25,38.91015625
9,26,38.91796875
9,27,38.91796875
9,28,38.92578125
9,29,38.92578125
9,30,38.9375
10,27,38.9375
11,32,38.953125
12,38,38.984375
13,45,39.015625
14,52,39.046875
15,59,39.0625
16,67,39.07421875
17,76,39.078125
18,85,39.0859375
19,94,39.0859375
20,104,39.08984375
21,115,39.09375
22,126,39.10546875
23,137,39.1171875
24,149,39.125
25,162,39.38671875
26,175,39.38671875
27,188,39.40234375
28,202,39.4140625
29,217,39.41796875
30,232,39.42578125
31,247,39.42578125
32,263,39.44921875
33,280,39.453125
34,297,39.46875
35,314,39.47265625
36,332,39.92578125
37,351,39.99609375
38,370,40.0234375
39,389,40.21484375
40,409,40.27734375
41,430,40.0625
42,451,40.2578125
43,472,40.07421875
44,494,40.19140625
45,517,40.578125
46,540,40.64453125
47,563,40.64453125
48,587,40.89453125
49,612,40.953125
50,637,40.953125
51,662,41.15625
52,688,41.23046875
53,715,41.44921875
54,742,41.48046875
55,769,41.6875
56,797,41.78125
57,826,41.78125
58,855,41.82421875
59,884,42.03515625
60,914,42.0546875
61,945,42.29296875
62,976,42.546875
63,1007,42.57421875
64,1039,42.71484375
65,1072,42.94140625
66,1105,42.98828125
67,1138,43.2109375
68,1172,43.26953125
69,1207,43.4765625
70,1242,43.578125
71,1277,43.98828125
72,1313,44.02734375
73,1350,44.05859375
74,1387,44.47265625
75,1424,44.5625
76,1462,44.59375
77,1501,44.83984375
78,1540,44.9140625
79,1579,45.33203125
80,1619,45.3828125
81,1660,45.40234375
82,1701,45.6328125
83,1742,45.76171875
84,1784,45.94140625
85,1827,46.19140625
86,1870,46.3125
87,1913,46.5234375
88,1957,46.94921875
89,2002,46.96484375
90,2047,47.11328125
91,2092,47.53125
92,2138,47.72265625
93,2185,47.890625
94,2232,48.08984375
95,2279,48.359375
96,2327,48.30078125
97,2376,48.51953125
98,2425,48.71484375
99,2474,48.8984375
100,2524,49.0546875
101,2575,49.1484375
102,2626,49.609375
103,2677,49.8125
104,2729,50.0390625
105,2782,50.23828125
106,2835,50.41015625
107,2888,50.71484375
108,2942,49.96875
109,2997,51.0703125
110,3052,51.36328125
111,3107,51.640625
112,3163,51.8671875
113,3220,52.19921875
114,3277,51.296875
115,3334,51.328125
116,3392,51.640625
117,3451,53.0390625
118,3510,52.48046875
119,3569,52.609375
