2,1,1.5974044799804688e-05
5,5,2.9087066650390625e-05
5,6,2.8371810913085938e-05
5,7,4.38690185546875e-05
5,8,2.193450927734375e-05
2,1,7.3909759521484375e-06
2,1,6.4373016357421875e-06
5,4,1.5974044799804688e-05
6,12,2.8848648071289062e-05
6,14,2.6226043701171875e-05
4,2,1.0251998901367188e-05
7,9,2.3126602172851562e-05
7,11,2.4557113647460938e-05
7,12,2.4557113647460938e-05
7,20,2.765655517578125e-05
8,9,2.6702880859375e-05
8,13,3.361701965332031e-05
8,18,2.956390380859375e-05
8,28,3.4332275390625e-05
2,1,7.62939453125e-06
8,7,2.2172927856445312e-05
9,20,3.814697265625e-05
9,22,4.0531158447265625e-05
9,35,7.462501525878906e-05
6,4,3.981590270996094e-05
10,12,4.363059997558594e-05
10,22,4.100799560546875e-05
10,30,6.318092346191406e-05
10,44,8.606910705566406e-05
7,4,4.506111145019531e-05
10,15,5.14984130859375e-05
11,28,5.1021575927734375e-05
11,40,6.079673767089844e-05
11,52,9.846687316894531e-05
7,5,2.1457672119140625e-05
12,27,4.4345855712890625e-05
12,33,6.0558319091796875e-05
12,52,7.319450378417969e-05
12,65,7.700920104980469e-05
10,8,3.123283386230469e-05
13,29,4.982948303222656e-05
13,43,5.602836608886719e-05
13,56,6.651878356933594e-05
13,74,8.630752563476562e-05
10,7,4.673004150390625e-05
14,36,5.53131103515625e-05
14,44,5.4836273193359375e-05
14,55,7.343292236328125e-05
14,89,9.083747863769531e-05
4,2,1.3113021850585938e-05
15,36,5.555152893066406e-05
15,59,6.389617919921875e-05
15,70,7.176399230957031e-05
15,100,8.368492126464844e-05
9,6,2.4557113647460938e-05
16,35,6.0558319091796875e-05
16,66,7.557868957519531e-05
16,93,8.106231689453125e-05
16,115,9.250640869140625e-05
8,4,2.193450927734375e-05
17,48,0.00011682510375976562
17,66,7.43865966796875e-05
17,101,8.821487426757812e-05
17,127,9.703636169433594e-05
11,9,4.839897155761719e-05
18,46,7.390975952148438e-05
18,72,0.00016379356384277344
18,107,0.00013256072998046875
18,142,0.00015425682067871094
11,8,4.553794860839844e-05
19,57,0.00012445449829101562
19,85,0.00010156631469726562
19,124,0.00012683868408203125
19,159,0.00012421607971191406
13,9,3.4332275390625e-05
20,70,0.00010228157043457031
20,86,0.00010037422180175781
20,131,0.00011014938354492188
20,185,0.00012969970703125
12,7,3.2901763916015625e-05
21,64,0.0001010894775390625
21,112,9.989738464355469e-05
21,155,0.00016641616821289062
21,202,0.00022935867309570312
17,15,7.05718994140625e-05
22,76,0.0001537799835205078
22,117,0.00011801719665527344
22,175,0.00016379356384277344
22,218,0.000171661376953125
18,13,5.14984130859375e-05
23,85,0.00015783309936523438
23,131,0.00011920928955078125
23,172,0.00023365020751953125
23,245,0.0002675056457519531
17,12,0.00010585784912109375
24,90,0.0001285076141357422
24,132,0.00016379356384277344
24,204,0.0001735687255859375
24,264,0.0003306865692138672
21,25,0.0001595020294189453
25,82,0.00019860267639160156
25,144,0.0001404285430908203
25,227,0.00022029876708984375
25,291,0.00019812583923339844
18,13,5.7697296142578125e-05
26,114,0.00014257431030273438
26,160,0.0001609325408935547
26,236,0.00017499923706054688
26,314,0.00019168853759765625
24,19,8.463859558105469e-05
27,114,0.00014662742614746094
27,170,0.00022125244140625
27,234,0.00027298927307128906
27,331,0.0002372264862060547
25,21,8.0108642578125e-05
28,117,0.0001327991485595703
28,174,0.0001430511474609375
28,271,0.0001938343048095703
28,356,0.00031757354736328125
23,21,0.00017070770263671875
29,134,0.00018644332885742188
29,176,0.00017023086547851562
29,268,0.0001971721649169922
29,384,0.00022912025451660156
16,16,7.414817810058594e-05
30,114,0.00013494491577148438
30,202,0.0001819133758544922
30,298,0.00022220611572265625
30,410,0.0002627372741699219
21,21,7.605552673339844e-05
31,155,0.0001575946807861328
31,236,0.00018858909606933594
31,308,0.00021457672119140625
31,449,0.0003495216369628906
27,22,0.00015354156494140625
32,150,0.00021910667419433594
32,263,0.0002493858337402344
32,364,0.00023412704467773438
32,471,0.00026535987854003906
22,21,8.702278137207031e-05
33,172,0.0002429485321044922
33,260,0.00025010108947753906
33,383,0.0003333091735839844
33,509,0.0002894401550292969
29,24,8.344650268554688e-05
34,174,0.00017547607421875
34,289,0.00038886070251464844
34,391,0.000324249267578125
34,529,0.0003216266632080078
26,26,0.00010657310485839844
35,180,0.00018095970153808594
35,297,0.00021600723266601562
35,419,0.0003337860107421875
35,567,0.00042319297790527344
32,33,0.00010943412780761719
36,171,0.00021958351135253906
36,306,0.0002319812774658203
36,443,0.0002713203430175781
36,602,0.0003898143768310547
28,28,9.655952453613281e-05
37,201,0.0002048015594482422
37,336,0.0002472400665283203
37,463,0.0002837181091308594
37,630,0.0004119873046875
30,23,0.0001308917999267578
38,228,0.00022602081298828125
38,353,0.0002617835998535156
38,477,0.0002903938293457031
38,667,0.00039458274841308594
37,42,0.00016546249389648438
39,237,0.0002732276916503906
39,357,0.000263214111328125
39,525,0.0003199577331542969
39,714,0.0004112720489501953
36,43,0.0001723766326904297
40,208,0.00025272369384765625
40,413,0.0002942085266113281
40,544,0.0004372596740722656
40,737,0.00048351287841796875
34,47,0.0001575946807861328
41,241,0.00022220611572265625
41,406,0.0002760887145996094
41,581,0.0007739067077636719
41,783,0.0004096031188964844
36,45,0.00012946128845214844
42,261,0.00023865699768066406
42,426,0.000423431396484375
42,624,0.0004413127899169922
42,822,0.0004725456237792969
34,44,0.0002143383026123047
43,271,0.0003311634063720703
43,467,0.0003485679626464844
43,636,0.0003657341003417969
43,867,0.00048160552978515625
39,48,0.0001780986785888672
44,279,0.00026702880859375
44,474,0.0003528594970703125
44,655,0.0004451274871826172
44,908,0.0004856586456298828
41,47,0.00013566017150878906
45,276,0.00024509429931640625
45,492,0.00045180320739746094
45,689,0.0005300045013427734
45,939,0.0006148815155029297
42,52,0.00018715858459472656
46,299,0.00030875205993652344
46,532,0.00034308433532714844
46,722,0.0007843971252441406
46,984,0.0004904270172119141
44,55,0.00015163421630859375
47,333,0.0002810955047607422
47,566,0.0004067420959472656
47,754,0.0004341602325439453
47,1028,0.0011341571807861328
43,62,0.0003185272216796875
48,350,0.0005481243133544922
48,570,0.0006153583526611328
48,785,0.0005125999450683594
48,1076,0.0007445812225341797
45,56,0.00029087066650390625
49,348,0.00033926963806152344
49,594,0.00038242340087890625
49,817,0.0005688667297363281
49,1110,0.0005476474761962891
47,60,0.00020813941955566406
50,347,0.00047016143798828125
50,598,0.00042366981506347656
50,862,0.00046253204345703125
50,1155,0.0005710124969482422
43,59,0.00015115737915039062
51,390,0.0003116130828857422
51,659,0.00047516822814941406
51,875,0.0004687309265136719
51,1210,0.0005946159362792969
48,66,0.0001709461212158203
52,390,0.00033545494079589844
52,685,0.00047326087951660156
52,938,0.0004973411560058594
52,1274,0.0006132125854492188
52,64,0.00017833709716796875
53,418,0.0003509521484375
53,692,0.0006248950958251953
53,976,0.0005345344543457031
53,1325,0.0006573200225830078
53,74,0.00018405914306640625
54,442,0.000347137451171875
54,720,0.000621795654296875
54,1014,0.0005338191986083984
54,1361,0.0006430149078369141
55,83,0.00020623207092285156
55,435,0.0005917549133300781
55,714,0.0004525184631347656
55,1057,0.0011932849884033203
55,1402,0.0006606578826904297
53,73,0.00023293495178222656
56,474,0.0004520416259765625
56,781,0.00046563148498535156
56,1070,0.0007197856903076172
56,1460,0.0009472370147705078
